GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
858,308,Lasius neglectus,France,France,,,,,,,,,,"The exotic ectoparasitic fungus Laboulbenia formicarum (Ascomycota, Laboul- beniales) is reported from three localities in France, two of which are coastal (one Mediterra- nean, another Atlantic) infesting an exotic, invasive ant, Lasius neglectus. From 42 studied pop- ulations in Europe, four were infested and 38 were uninfested. It is a rare event for two organ- isms originating from different biogeographic regions – a fungus from North America and an ant from Asia Minor – to meet.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Espadeler et al_2012,2012,"Espadaler X, Lebas C, Wagenknecht J, Tragust S. 2011. Laboulbenia formicarum (Ascomycota, Laboulbeniales), an exotic parasitic fungus, on an exotic ant in France. Vie et Milieu 61: 41–44."
866,316,Lasius neglectus,Spain,Barcelona,,,,,,,"Honeydew collection performed by the invasive ant Lasius neglectus and by the native ant L. grandis was compared. The invasive ant collected 2.09 kg of honeydew per tree while the native ant collected 0.82 kg. The aphid Lachnus roboris was visited by both ant species. In holm oaks colonized by L. neglectus, aphid abundance tended to increase and its honeydew production increased twofold. The percentage of untended aphids was lower in holm trees occupied by L. neglectus. As tending ants also prey on insects, we estimated the percentage of carried insects. The native ant workers carried more insects than the invasive ant. Both ant species preyed mainly on Psocoptera and the rarely tended aphid, Hoplocallis picta.We conclude that the higher honeydew collection achieved by L. neglectus was the consequence of (1) its greater abundance, which enabled this ant to tend more Lachnus roboris and (2) its greater level of attention towards promoting an increase of honeydew production.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Paris & Espadaler_2009,2009,"Paris CI, Espadaler X. 2009. Honeydew collection by the invasive garden ant Lasius neglectus versus the native ant L. grandis. Arthropod-Plant Interactions 3: 75–85."
868,318,Lasius neglectus,Spain,Barcelona,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Paris_2007,2007,Paris CI. 2007. Above-belowground effects of the invasive ant Lasius neglectus in an urban holm oak forest.
890,340,Lasius neglectus,Spain,Barcelona,"Ants may directly modify arthropod community of trees by predation or by aggressive behaviour against other taxa or indirectly by decreasing prey available for predators. In this study we compared canopy arthropod community of holm oaks visited by the invasive ant Lasius neglectus or visited by the native ant Lasius grandis. Between May and October, once in a month, arthropods were sampled using beating trays. Herbivory was estimated in April and in August, when phytophagous insects showed their peak activity. Arthropod community was not differentiated according to the ant species that visited holm oak. Psocoptera and Araneae were the most abundant groups within the arthropod community. At holm oaks visited by Lasius neglectus, there were significantly fewer Coccinellidae larvae but Araneida and Curculionidae abundances tended to be two and three folds higher, respectively, than at holm oaks visited by the native ant. Herbivory was significantly higher in April than in August and the removed leaf area was similar at holm oaks visited by Lasius neglectus or by Lasius grandis. We conclude that Lasius neglectus presence had a similar effect on arthropod community and herbivory level when compared to Lasius grandis presence, with the exception for abundance of certain groups such as Coccinellidae larvae, Araneida and Curculionidae.... Coccinellidae larvae abundance was significantly lower at holm oaks visited by Lasius neglectus (repeated measures ANOVA, F1, 10= 5.19, P= 0.046) (Fig. 1).... We propose that the invasive ant Lasius neglectus was not as able to deter large and well defended Neuroptera larvae of Mantispidae and Chrysopidae families as the native ant Lasius grandis because of the higher body size of this last species. As a consequence,
large Neuroptera larvae may prey upon Coccinellidae larvae adding an extra factor that decrease Coccinellidae larvae abundance. At holm oaks visited by the native ant, this intraguild predation would not occur and Coccinellidae would be subjected to less predation",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,Paris_2007,2007,Paris CI. 2007. Above-belowground effects of the invasive ant Lasius neglectus in an urban holm oak forest.
892,342,Lasius neglectus,Crimea,,,,,,,,"In our opinion, the available data indicate that L. neglectus is most probably not a native species in Crimea but an introduced invasive species…. Most trees visited by L. neglectus were introduced species typically growing in parks; over one third of them were conifers. It is significant that most of the introduced trees were either never visited by the native ant species or only single individuals occurred on them.... On average, native ant species were recorded on 12.8% of the total number of the trees visited by L. neglectus.... in Crimea L. neglectus does not exert a considerable influence on the native ant fauna. The resources (honeydew of aphids) of the jointly visited trees seem to be sufficient for all the ant species, al- though L. neglectus may play the dominant role in their consumption.... Twelve native ant species were recorded together with L. neglectus (2 species on the soil surface and 10 on trees). The number of co-occurring native spe- cies did not differ between the trees controlled by monocalic and polycalic colonies of L. neglectus. On the whole, it can be assumed that L. neglectus does not replace the native ant species in Crimea.",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,including spp. Of tress visited (with foraging trails… assumed impact to add?),Stukalyuk and Radchenko_2018,2018,"Stukalyuk S V, Radchenko AG. 2018. Lasius neglectus Van Loon et al. (Hymenoptera, Formicidae), an Invasive Ant Species in Crimea. Entomological Review 98: 690–701."
907,357,Lasius neglectus,Spain,Barcelona,"Ants may directly modify arthropod community of trees by predation or by aggressive behaviour against other taxa or indirectly by decreasing prey available for predators. In this study we compared canopy arthropod community of holm oaks visited by the invasive ant Lasius neglectus or visited by the native ant Lasius grandis. Between May and October, once in a month, arthropods were sampled using beating trays. Herbivory was estimated in April and in August, when phytophagous insects showed their peak activity. Arthropod community was not differentiated according to the ant species that visited holm oak. Psocoptera and Araneae were the most abundant groups within the arthropod community. At holm oaks visited by Lasius neglectus, there were significantly fewer Coccinellidae larvae but Araneida and Curculionidae abundances tended to be two and three folds higher, respectively, than at holm oaks visited by the native ant. Herbivory was significantly higher in April than in August and the removed leaf area was similar at holm oaks visited by Lasius neglectus or by Lasius grandis. We conclude that Lasius neglectus presence had a similar effect on arthropod community and herbivory level when compared to Lasius grandis presence, with the exception for abundance of certain groups such as Coccinellidae larvae, Araneida and Curculionidae.... Coccinellidae larvae abundance was significantly lower at holm oaks visited by Lasius neglectus (repeated measures ANOVA, F1, 10= 5.19, P= 0.046) (Fig. 1).... We propose that the invasive ant Lasius neglectus was not as able to deter large and well defended Neuroptera larvae of Mantispidae and Chrysopidae families as the native ant Lasius grandis because of the higher body size of this last species. As a consequence,
large Neuroptera larvae may prey upon Coccinellidae larvae adding an extra factor that decrease Coccinellidae larvae abundance. At holm oaks visited by the native ant, this intraguild predation would not occur and Coccinellidae would be subjected to less predation",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Paris_2007,2007,Paris CI. 2007. Above-belowground effects of the invasive ant Lasius neglectus in an urban holm oak forest.
956,406,Lasius neglectus,Spain,Barcelona,,,,,,,"Our aim was to investigate the foraging activity of native ants on tree trunks in accordance with their location in forest fragments and the presence or absence of the invasive ant Lasius neglectus. Trees were categorized as isolated, edge, or core trees according to their location in forest fragments. In invaded fragments, Lasius neglectus had the highest spatial-temporal tree visitation. Isolated trees were visited more and for a longer time by this invasive ant. Invaded fragments had low native ant activity on trees compared to fragments without L. neglectus. The few encountered native ant species showed a lower frequency of visitation and for less time in comparison with their spatial-temporal visitation in control fragments. Crematogaster scutellaris and Temnothorax lichtensteini visited all tree categories in both fragments (invaded or control) but Lasius grandis stayed forlongeronisolatedtrees from control fragments. We conclude that in fragments invaded by Lasius neglectus, the richness of native ant foraging on trees was negatively affected... 2.1. Study Area. This study was performed on the campus of the Autonomous University of Barcelona (41?30? N, 2?6? E), an area of 263 ha....Richness of native ants foraging on trees was significantly higher in P = 0.0014, invaded: 6.67 ± 0.31, control: 9.25 ± 0.27) control than in invaded fragments (2006, t =?6.35, df = 5, (Table 2). Relative frequencies of native ants diminished markedly in invaded fragments (Table 2).",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Paris & Espadaler_2012,2012,"Paris C, Espadaler X. 2012. Foraging activity of native ants on trees in forest fragments colonized by the invasive ant Lasius neglectus. Psyche (New York) 2012."
986,436,Lasius neglectus,Belgium,Ghent,,,,,,,"In the localities where the invasive garden ant Lasius neglectus was introduced, as is also the case in the Citadelpark in Ghent, it out-competes all native ant species. This ant has a dramatic effect on the local native ant fauna. However, some of the myrmecophilous species asso- ciated with the native ant-fauna are less threatened as they are accepted by this invasive garden ant.",4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Dekoninck et al_2007,2007,"Dekoninck W, Lock K, Janssens F. 2007. Acceptance of two native myrmecophilous species, Platyarthrus hoffmannseggii (Isopoda: Oniscidea) and Cyphoderus albinus (Collembola: Cyphoderidae) by the introduced invasive garden ant Lasius neglectus (Hymenoptera: Formicidae) in Belgium. European Journal of Entomology 104: 159–161."
996,446,Lasius neglectus,Belgium,Ghent,,,,,,,"….In the microhabitats where this pest species can settle, L. neglectus impoverished the fauna to an almost single species ant fauna where only huge nests of this species are found….",4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,,,Dekoninck et al_2002,2002,"Dekoninck W, De Baere C, Mertens J, Maelfait J-P. 2002. On the arrival of the Asian invader ant Lasius neglectus in Belgium (Hymenoptera Formicidae). Bulletin S.R.B.E/K.B.V.E 138: 45–48."
1013,463,Lasius neglectus,France,Lyon,"We showed that Fallopia spp. may constitute a major resource pulse for the invasive ant as L. neglectus was shown to collect large amounts of nectar on knotweeds. However, we found no benefit for Fallopia spp. as leaf damage was very low and was correlated to neither L. neglectus nor native ant species abundances.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,dubious,Gippet et al_2018,2018,"Gippet JMW, Piola F, Rouifed S, Viricel MR, Puijalon S, Douady CJ, Kaufmann B. 2018. Multiple invasions in urbanized landscapes: interactions between the invasive garden ant Lasius neglectus and Japanese knotweeds (Fallopia spp.). Arthropod-Plant Interactions 12: 351–360."
1038,488,Lasius neglectus,Spain,Barcelona,"We have found that two Lasius ant species, one native and the other invasive, may change the com- position of volatile organic compounds (VOCs) of the holm oak (Quercus ilex) blend when they tend the aphid Lachnus roboris. The aphid regulation of its feed- ing and honeydew production accord- ing to the ant demands was proposed as a plausible mechanism that triggers changes in VOCs. Additionally, we now report here that aphid feeding, which is located most of the time on acorns cap or petiole, significantly increased the relative content of linolenic acid in acorns from holm oak colonized by the invasive ant. This acid is involved in the response of plants to insect herbivory as a precursor or jasmonic acid. No effect was found on acorn production, germination or seedlings quality.... We conclude that ants, through their mutualism with tended aphids, may promote considerable changes of holm oaks VOCs emission and acorn quality. However, there was no effect on seedling quality in spite of the decrease of linole- nic acid content of acorns from holm oaks where aphids were tended by the invasive ant. These results indicate that the physio- logical response of acorns to aphid feeding tended by invasive or local ants does not necessary imply a low quality of seedlings as we previously expected.",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Paris et al_2011,2011,"Paris CI, Llusia J, Peñuelas J. 2011. Indirect effects of tending ants on holm oak volatiles and acorn quality. Plant Signaling and Behavior 6: 547–550."
